Macro Processus;Processus;Sous Processus;Sous-Entité;Activité;Risque;Causes;Description du plan d'action;Porteur;Email porteur;Date de début;Date de fin;Avancement;Statut;CONTRÔLE DESCRIPTION;Type de contrôle;Méthode de contrôle;Proba;Gravité;Financier;RH;Image;Juridique;Client;Criticité;maturité CI
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de mauvaise prise en charge des demandes clients internes;Mauvaise compréhension du besoin exprimé;;;;;;;; - Formation des Marketeurs sur le renseignement de l'EBM (remplir le formulaire) et sur le concept de paramétrage des offres - Revue de contrat : quand la formulation de la demande n'est pas claire, le support enregistre dans Easy Vista une tâche  de demande de complément d'information au demandeur;Préventif;Manuelle;1;2;1;1;2;2;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de mauvaise prise en charge des demandes clients internes;Mauvaise compréhension du besoin exprimé;;;;;;;;Utilisateur valide les travaux et remonte si non-conforme dans Easy vista;Détectif;Manuelle;1;2;1;1;2;2;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de mauvaise prise en charge des demandes clients internes;Erreur de paramétrage;;;;;;;; - Maquette de paramétrage offre SI fournie au MKT (maquette améliorée chaque année) avec un simulateur  - Copie d'écran après paramétrage et transmission au chef du service pour validation avant livraison - Existence d'un pôle validation livraison qui teste (simulations) le paramétrage avant livraison - Demande dans Easy vista acceptée ou rejetée par demandeur qui a un délai de 72 h. Au delà de 72 h demande automatiquement clôturée par le système;Préventif;Manuelle;1;2;1;1;2;2;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de mauvaise prise en charge des demandes clients internes;Erreur de paramétrage;;;;;;;;Interdiction de saisir les tarifs;Préventif;Manuelle;1;2;1;1;2;2;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les dysfonctionnements SI;Risque de non fiabilité de la facturation;Mise en exploitation de patches non correctement testés;;;;;;;; - Le patch est envoyé en même temps au spécialiste de DSI/EAI qui contacte le fournisseur puis fait des tests pré production avant que l'Ingénieur Service Client concerné ne teste à son tour pour s'assurer que le patch corrige l'anomalie. L'Ingénieur Service Client vérifie également les fonctions connexes pour s'assurer qu'il n' y a pas de régressions (répercussions négatives) et demande par mail à DSI/EAI d'exécuter les scripts dans la base de production, si les tests sont concluants. - Toutes les livraisons de patch sont testées dans les environnements preprod avant installation en production;Préventif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les dysfonctionnements SI;Risque de non fiabilité de la facturation;Mise en exploitation de patches non correctement testés;;;;;;;;Un patch est livré avec un  guide d'installation avec précision du niveau d'impact sur le logiciel.;Préventif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les dysfonctionnements SI;Risque de non fiabilité de la facturation;Mise en exploitation de patches non correctement testés;;;;;;;;Une Note de service qui définit les règles de mise en exploitation d'un patch d'un fournisseur a été publiée.;Préventif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les dysfonctionnements SI;Risque de non fiabilité de la facturation;Mise en exploitation de patches non correctement testés;;;;;;;; - DSI/A2I vérifie si l'installation du patch ne gène pas le  fonctionnement des trigger et des applications interfacées avec Gaia et POS/HDT (ex : CRM) - Les DBA Sonatel  et les fournisseurs  sont en copie des mails sur le résultat des tests;Préventif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les dysfonctionnements SI;Risque de non fiabilité de la facturation;Mise en exploitation de patches non correctement testés;;;;;;;; - Si les tests ne sont pas concluants, le fournisseur est informé pour correction - Le fournisseur est tenu de régler les problèmes en fonction des délais prévus dans le contrat de maintenance ;Préventif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les dysfonctionnements SI;Risque de non fiabilité de la facturation;Mise en exploitation de patches non correctement testés;;;;;;;;Procédure de signalisation et de traitement des dysfonctionnements dans le SI commercial (en cours de mise à jour pour intégrer la création du Département SMC à DSI et des nouvelles règles convenues entre DSI et DSC pour la gestion des incidents et demandes);Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les dysfonctionnements SI;Risque de non fiabilité de la facturation;Mise en exploitation de patches non correctement testés;;;;;;;;Mise en place de fiches de tests qui décrivent les sénarios de tests , les prérequis et la cinématique du test et les résultats attendus vs résultats observésValidation de DIS sur la base des fiches de tests;Préventif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les dysfonctionnements SI;Risque de non recouvrement des créances;Mise en exploitation de patches non correctement testés;;;;;;;;"Idem dispositif de contrôle ""Risque de non fiabilité de la facturation""";Préventif;Manuelle;2;1;1;;;;;2;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les dysfonctionnements SI;Risque de manque de fiabilité des données clients;Mise en exploitation de patches non correctement testés;;;;;;;;"Idem dispositif de contrôle ""Risque de non fiabilité de la facturation""";Préventif;Manuelle;2;3;3;;3;3;3;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Non exhaustivité des CDR facturés;;;;;;;; - Contrôles RA sur les différents systémes de la chaine de facturation (centraux/Switch - médiation - systéme de facturation) - Contrôles préfacturation effectués au niveau de DIS : contrôle de cohérence des volumes de trafics facturés - Tableau de bord sur les anomalies de communication, les CDRs non recyclés figurent dans le tableau;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de non fiabilité de la facturation;Défaut de paramétrage des élements de taxation du trafic;;;;;;;; - Validation du paramétrage par le Chef de Service Support Facturation - Copie d'écran et  simulation d'une transaction envoyées au demandeur pour validation - Réconciliations RA effectuées  : contrôles transverses;Préventif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de non fiabilité de la facturation;Défaut de paramétrage des élements de taxation du trafic;;;;;;;; - Elaboration d'un Reporting sur la facturation - Tailles des échantillons de test facturation augmentées (autour de 1000) : méthode d'échantillonnage stratifiée avec comme strates les différents types d'évènements et spécificités susceptibles de générer des erreurs de facturation - Réconcilations via ACCESS;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de non fiabilité de la facturation;Défaut de paramétrage des élements de taxation du trafic;;;;;;;; - Contrôles facturation effectués au niveau de DIS - Mise en place de contrôles de l'exhaustivité des éléments d'usage facturables (réconciliation parc technique vs commercial et de facturation, (tvo, lignes avec marquage camel, fixes,…) : cf kit de contrôles;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de non fiabilité de la facturation;Défaut de paramétrage des élements de taxation du trafic;;;;;;;; - Validation du paramétrage par le Chef de Service Support Facturation - Copie d'écran et  simulation d'une transaction envoyées au demandeur pour validation - Réconciliations RA effectuées  : contrôles transverses;Préventif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Non création d'un BPQ dans le SI;;;;;;;; - La non création d'un BPQ dans le SI sort dans les anomalies. Dans ce cas, DIS appelle la Commutation pour obtenir la demande de création du Marketing (Ordre de travail) et régulariser - Suivi des anomalies de communication;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Bad records (incomplétude des éléments de valorisation du trafic);;;;;;;;Tableau de bord hebdomadaire de suivi des anomalies de communication. Pour chaque anomalie, un responsable de la correction est désigné et corrige  avant le lancement des processus de facturation;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Animer les processus opérationnels;Risque de non fiabilité de la facturation;Erreur de saisie des commandes en Agence;;;;;;;; - Anomalies (com pr ligne absente au fichier commercial) : Envoi aux Agences concernées pour mise à jour - Réconciliations mensuelles sur les différents parc : mensuelles pour le fixe : Gaia/Plateforme et hebdomadaire pour le mobile : POS/HDT/Switch et régularisation - Scoring des Commerciaux sur les anomalies de saisie;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Animer les processus opérationnels;Risque de non fiabilité de la facturation;Erreur de saisie des commandes en Agence;;;;;;;;"Rubriques  ""prévention réclamation"" et ""perte de revenu"" dans le tableau de bord hebdomadaire des anomaliesPiste d'amélioration : Projet de chiffrage des pertes de revenu dans le tableau de bord des anomalies";Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Non fiabilité ou non exhaustivité des informations clients;;;;;;;; - Mise en place d'une procédure de contrôle d'identification des données clients - Modèles de contrats et formulaires annexés dans les procédures de nouvel abonnement ADSL (PCM 051) et de nouvel abonnement TVO (PCM 101) - Mise en place d'un Modop d'identification client dans Simplissimo diffusé au niveau de tout le réseau de distribution (y compris boutiques Orange) - Rapprochement par DIS du N° CIN avec la  base  de données du Ministère de l'Intérieur,  vérification sur les noms et prénom et régularisation (mise à jour de Simplissimo) - Contrôle sur le format du numéro  CNI;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Existence de doublons dans la base clientèle ;;;;;;;; - Pre check par la fraude permet d'identifier les doublons (critères : num pièce, nom… - Toutes les lignes dans Gaia sont dans le CRM;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Existence de doublons dans la base clientèle ;;;;;;;;" - Contrôle sur le format du numéro  CNI - En cas de constat de doublon de client dans Gaia, un transfert du compte A du client est effectué dans le compte B du client ; le compte A a un statut spécial dans Gaia : ""client ayant eu tous ses dossiers transférés"" - Dans simplissimo, en cas de doublon, une cession massive est effectuée du compte A du client vers le  compte B du client ";Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de non fiabilité de la facturation;Défaut de paramétrage des élements de taxation du trafic;;;;;;;; - Elaboration d'un Reporting sur la facturation - Tailles des échantillons de test facturation augmentées (autour de 1000) : méthode d'échantillonnage stratifiée avec comme strates les différents types d'évènements et spécificités susceptibles de générer des erreurs de facturation - Réconcilations via ACCESS - Contrôles facturation effectués au niveau de DIS - Mise en place de contrôles de l'exhaustivité des éléments d'usage facturables (réconciliation parc technique vs commercial et de facturation, (tvo, lignes avec marquage camel, fixes,…) : cf kit de contrôles;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Existence de doublons dans la base clientèle ;;;;;;;;Création d'une table dans Simplissimo et contrôle par DIS sur le n°CIN par rapprochement avec la base de données du Ministère de l'Intérieur ;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Existence de doublons dans la base clientèle ;;;;;;;; - Si un client a plusieurs comptes, il est possible de transférer tous les comptes dans un seul, cette transaction est tracée - Existence critère de recherche sur le type de pièce et le numéro de pièce dans le CRM pour tous les clients personnes physiques;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Existence de doublons dans la base clientèle ;;;;;;;;Tableau de bord hebdomadaire des anomalies de saisie utilisateurs dans les différents SI diffusé par DISUn scoring des utilisateurs (nombre d'anomalies par agent) est joint au tableau de bord;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Existence de doublons dans la base clientèle ;;;;;;;;Sensibilisation des utilisateurs en Agence effectuée par DIS et DPPS;Préventif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Incohérence des données des dossiers dans Gaia et POS;;;;;;;;" - Avant la facturation, DIS/ISFAC lance la requête de contrôle des dossiers en incohérence dans Gaia (Ex : chevauchement de date début et de fin sur un ND) pour s'assurer de la cohérence des données entre les différentes tables de Gaia (dossier : ND, opérations relatives au ND..., client : identité). Il analyse et corrige les incohérences relevées. La facturation ne peut être effectuée tant que les incohérences susbsistent, le message d'erreur suivant s'affiche : ""incohérence sur dossier N°--"" - Pour POS, contrôles et corrections directement effectués par DSI/EAI";Préventif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de mauvaise prise en charge des demandes clients internes;Demande envoyée intuitu personae (quelqu'un en particulier);;;;;;;; - Toutes les demandes sont envoyées à DIS via le self service Easy Vista - L'adresse pour contacter le support DIS est communiquée à tous les utilisateurs, dans Intracom, elle est diffusée chaque année  - Existence d'une Hotline - Engagements de service dans Sharepoint;Préventif;Manuelle;1;2;1;1;2;2;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de mauvaise prise en charge des demandes clients internes;Réception en retard des demandes de prestation SI;;;;;;;;" - Communication des délais de traitement des demandes de travaux aux utilisateurs - Validation avec le Marketing (Ese et GP) d'une procédure ""Traitement d'une demande de paramétrage Offre dans les SI commerciaux"" avec indication des délais diffusée dans le sharepoint DIS - Mise en place de l'astreinte ";Préventif;Manuelle;1;2;1;1;2;2;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de mauvaise prise en charge des demandes clients internes;Absence de suivi de l'exécution des demandes reçues;;;;;;;; - Utilisation de Easy Vista - Réajustement des délais paramétrés  dans l'application de pilotage des activités : un délai de traitement est déterminé pour chaque ligne de facturation - Mutualisation des ressources;Préventif;Manuelle;1;2;1;1;2;2;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de mauvaise prise en charge des demandes clients internes;Absence de suivi de l'exécution des demandes reçues;;;;;;;;Suivi KPIs : délai de traitement des demandes, taux de demandes traitées dans les délais contractuels;Détectif;Manuelle;1;2;1;1;2;2;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de mauvaise prise en charge des demandes clients internes;Absence de suivi de l'exécution des demandes reçues;;;;;;;; - Suivi assistance dans Easy vista  - Mail automatique de relance tous les jours des demandes à échoir à J+1 - Existence d'une procédure de prise en compte des offres dans les SI commerciaux;Préventif;Manuelle;1;2;1;1;2;2;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de mauvaise prise en charge des demandes clients internes;Absence de suivi de l'exécution des demandes reçues;;;;;;;;Existe document ds sharepoint qui détaille ce qu'il faut faire pour chaque demande (cinématique de traitement);Préventif;Manuelle;1;2;1;1;2;2;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de mauvaise prise en charge des demandes clients internes;Absence de suivi de l'exécution des demandes reçues;;;;;;;;Tableau de pilotage département et tableau de suivi des KPI des agents;Détectif;Manuelle;1;2;1;1;2;2;2;2;3
